CUENTA;MONTO;FECHA
9-103-25186-5;590;16/03/2023
1-107-31069-5;227;16/10/2023
2-103-13112-7;155;15/11/2023
3-106-95716-4;159;06/12/2023
4-102-51131-4;359;18/03/2023
9-101-80023-8;210;18/07/2023
9-108-34020-8;274;12/06/2023
9-108-42001-5;452;19/08/2023
5-104-62912-7;1132;22/11/2023
8-105-41595-4;580;05/01/2023
3-105-75359-9;859;07/05/2023
8-102-57198-6;554;18/02/2023
1-104-85490-8;328;30/08/2023
2-104-33475-5;187;30/03/2023
6-106-20062-5;965;17/04/2023
4-102-37489-3;1400;21/07/2023
1-101-12692-2;402;06/04/2023
2-101-19437-3;442;23/11/2023
2-106-48219-7;505;23/08/2023
3-101-86272-9;284;11/02/2023
4-103-55617-1;426;16/10/2023
4-109-53624-1;75;22/08/2023
5-105-74895-7;427;24/05/2023
5-107-16074-6;312;10/08/2023
7-103-14537-7;563;19/01/2023
5-108-66409-3;305;17/01/2023
7-106-70565-4;896;09/03/2023
4-102-25357-6;189;14/11/2023
3-102-31761-2;337;26/04/2023
4-108-96229-2;444;02/09/2023
5-107-32823-5;380;08/02/2023
6-106-17460-2;348;06/11/2023
4-101-11437-3;497;30/03/2023
3-104-48132-4;1105;05/11/2023
1-104-51435-1;56;17/03/2023
5-104-90843-8;196;11/03/2023
8-101-53834-6;307;17/05/2023
2-109-68979-6;298;30/11/2023
9-109-77852-4;631;11/06/2023
8-107-64338-8;272;12/05/2023
1-105-53772-3;1163;28/05/2023
6-107-91980-1;874;04/06/2023
6-107-19240-1;866;15/10/2023
3-103-19367-6;1411;21/10/2023
5-104-93915-1;71;28/05/2023
5-103-44815-3;896;17/04/2023
7-101-37772-1;1264;31/07/2023
2-105-10407-4;1273;16/05/2023
4-106-61930-2;386;28/03/2023
5-106-57237-3;476;20/02/2023
9-109-16820-8;275;02/08/2023
6-106-20511-3;230;20/06/2023
6-105-83373-1;410;10/01/2023
4-105-75914-8;979;08/05/2023
4-101-93624-6;1321;19/06/2023
6-109-11650-1;496;05/08/2023
7-106-26852-3;1062;02/05/2023
8-107-89065-5;565;18/08/2023
7-103-52370-2;1074;28/05/2023
7-101-69434-5;151;22/01/2023
7-104-11782-8;111;06/06/2023
5-106-57298-9;1244;03/07/2023
4-106-27334-7;599;26/08/2023
9-101-80023-8;690;12/12/2023
8-103-88717-8;222;07/03/2023
4-109-78072-9;83;07/08/2023
5-107-53559-6;777;12/12/2023
3-106-92113-2;36;23/04/2023
8-107-82012-8;662;29/05/2023
4-109-27267-3;290;22/01/2023
1-109-58896-4;1257;07/03/2023
6-106-15202-9;505;24/12/2023
1-104-86823-1;269;05/01/2023
7-109-57854-2;1194;25/09/2023
5-104-85847-4;472;23/06/2023
4-107-88185-1;617;10/01/2023
1-102-22925-7;1464;11/12/2023
8-109-97011-5;686;03/06/2023
1-108-39276-7;343;11/03/2023
4-107-26481-4;474;06/03/2023
5-103-44815-3;456;29/04/2023
4-108-10885-5;1078;12/11/2023
8-107-17974-4;130;16/03/2023
3-102-37303-1;1001;17/07/2023
9-108-42001-5;315;19/10/2023
6-107-85091-5;149;06/08/2023
3-101-95653-7;195;25/03/2023
7-108-17410-1;341;13/01/2023
1-102-47588-7;460;21/09/2023
4-106-56018-1;52;24/04/2023
4-107-13176-5;388;06/01/2023
5-102-51144-3;388;19/07/2023
5-102-69056-7;495;29/05/2023
9-107-30406-9;1317;19/09/2023
7-109-77387-7;737;06/12/2023
5-105-35408-6;585;25/09/2023
5-103-55170-5;547;17/05/2023
8-102-38362-9;298;14/10/2023
1-106-23489-6;77;09/05/2023
6-105-97923-1;423;12/07/2023
7-107-43328-2;228;15/01/2023
6-103-66560-8;1333;22/08/2023
1-103-73627-4;663;14/07/2023
3-101-86272-9;1041;21/01/2023
2-101-61230-4;306;12/05/2023
3-102-17476-3;515;11/06/2023
8-102-65265-3;607;09/01/2023
7-106-18158-4;1444;03/09/2023
4-101-31285-1;304;28/10/2023
8-104-61106-7;617;16/01/2023
3-107-21422-4;795;04/02/2023
1-107-57471-9;501;11/08/2023
8-108-10321-6;74;11/08/2023
9-101-28187-8;27;10/09/2023
9-105-68207-3;238;04/12/2023
5-105-21118-4;117;21/12/2023
7-102-76576-5;1468;13/10/2023
9-106-39720-3;75;05/09/2023
1-102-35696-4;350;02/09/2023
1-105-80054-7;1344;30/03/2023
5-108-61858-4;322;03/11/2023
3-102-94359-2;1204;31/03/2023
4-109-82666-1;1445;11/04/2023
7-106-62179-9;579;16/06/2023
2-102-38483-3;1210;27/09/2023
1-101-21544-1;920;05/08/2023
2-106-91728-8;890;27/09/2023
3-104-48132-4;117;23/04/2023
5-107-80715-3;437;15/08/2023
2-104-78584-3;515;29/11/2023
4-105-25401-3;615;14/11/2023
5-102-10164-7;331;20/03/2023
6-104-23874-6;323;25/01/2023
2-104-63649-4;372;03/12/2023
5-105-25754-5;922;20/01/2023
1-107-31745-5;1449;12/08/2023
2-104-95071-1;1345;27/06/2023
9-103-53831-1;532;22/01/2023
5-101-94589-4;563;24/07/2023
8-103-36079-1;56;19/08/2023
8-109-32361-6;283;04/04/2023
2-109-61649-7;901;17/01/2023
1-105-72502-4;1218;11/04/2023
8-102-38518-4;1432;27/07/2023
6-105-83373-1;187;24/12/2023
7-103-95909-2;638;02/01/2023
1-102-59139-5;1289;13/07/2023
6-104-32824-8;1217;05/04/2023
5-108-67789-7;816;15/11/2023
7-101-85792-7;964;27/04/2023
5-107-32823-5;1113;16/10/2023
3-106-82670-9;827;24/01/2023
1-105-46518-4;1370;26/02/2023
8-109-72793-6;1227;28/07/2023
5-102-19592-3;1079;14/02/2023
1-105-57686-9;533;19/12/2023
5-101-94589-4;1214;05/08/2023
1-103-68196-8;892;12/07/2023
3-102-67311-2;1469;09/07/2023
5-101-82092-2;1367;16/10/2023
9-109-10795-3;1074;10/05/2023
5-103-76959-1;63;09/04/2023
1-102-88721-8;330;03/01/2023
3-101-44552-3;167;13/03/2023
3-107-33689-2;36;30/11/2023
5-107-26790-4;56;10/04/2023
5-109-94848-3;129;29/05/2023
8-108-59566-8;776;17/05/2023
4-104-41260-9;646;02/03/2023
4-106-87678-7;515;14/08/2023
4-101-45178-2;69;29/05/2023
3-105-22664-5;927;16/07/2023
3-106-56476-1;565;11/01/2023
7-109-24859-2;404;25/04/2023
7-101-33259-8;73;23/12/2023
3-103-73672-9;649;30/03/2023
3-106-82670-9;186;11/12/2023
6-103-66560-8;225;30/12/2023
5-108-96823-9;587;30/09/2023
7-103-52370-2;690;25/07/2023
7-101-37772-1;802;28/12/2023
6-105-67516-4;54;29/08/2023
3-107-33689-2;975;19/11/2023
5-104-30004-9;1045;17/12/2023
5-105-16645-3;796;27/10/2023
5-103-83997-9;389;31/07/2023
7-104-37207-9;1285;27/02/2023
9-107-76748-9;75;03/12/2023
7-107-43328-2;638;10/09/2023
6-103-48800-4;209;05/06/2023
5-103-55170-5;310;04/12/2023
1-105-20069-4;791;20/10/2023
7-102-93398-9;1453;08/05/2023
4-109-78072-9;1012;23/10/2023
7-102-74922-7;784;05/07/2023
9-109-57073-5;291;26/08/2023
1-106-55045-4;1113;28/03/2023
5-102-43502-7;1348;13/11/2023
8-105-41595-4;691;21/08/2023
7-104-37207-9;658;16/03/2023
3-106-82670-9;1373;05/11/2023
1-108-76451-6;970;04/11/2023
2-101-40414-5;624;18/10/2023
5-101-94589-4;1164;05/02/2023
6-103-64878-7;443;03/11/2023
5-108-39178-4;719;25/11/2023
7-106-70565-4;693;15/10/2023
3-109-15790-3;160;14/11/2023
9-101-25222-3;194;03/08/2023
9-101-10345-1;388;25/11/2023
3-109-92613-5;991;05/05/2023
7-105-80523-5;504;20/10/2023
8-109-72793-6;187;31/10/2023
9-104-53720-9;457;01/04/2023
2-102-58851-6;975;25/06/2023
3-107-21422-4;760;16/04/2023
8-101-19831-8;439;19/06/2023
4-101-31285-1;1206;07/11/2023
7-104-43367-9;262;02/06/2023
8-105-46596-7;525;18/01/2023
7-102-28079-4;1246;12/10/2023
7-105-23681-1;1320;14/12/2023
8-108-49842-1;965;09/04/2023
8-109-72793-6;1204;09/03/2023
8-109-14084-1;495;10/04/2023
4-106-26207-1;613;13/07/2023
4-107-88358-3;711;01/05/2023
2-105-10407-4;534;12/01/2023
2-105-76980-3;415;17/02/2023
3-103-54636-2;469;21/07/2023
6-103-64878-7;2;22/07/2023
4-101-88052-5;512;22/06/2023
1-104-66296-5;532;27/11/2023
1-105-23221-2;594;28/10/2023
6-104-39004-5;420;30/09/2023
6-109-11650-1;15;25/07/2023
7-107-35031-1;473;28/05/2023
6-102-71130-2;943;07/07/2023
3-101-72815-3;73;12/10/2023
1-104-69220-5;440;15/02/2023
8-102-65265-3;149;05/09/2023
4-102-76823-6;529;07/01/2023
6-102-22848-9;263;15/11/2023
6-106-67685-4;549;21/04/2023
7-101-30288-4;568;19/09/2023
6-104-96201-6;1165;07/01/2023
8-108-10321-6;1452;01/07/2023
8-104-99423-1;257;22/12/2023
3-106-56476-1;144;09/07/2023
6-103-76317-4;689;23/07/2023
5-108-91695-5;521;02/12/2023
2-105-49642-9;22;30/09/2023
4-106-24200-5;394;25/06/2023
4-108-77216-9;163;26/07/2023
2-105-49642-9;490;08/11/2023
4-101-58526-4;726;08/01/2023
9-102-81114-7;1311;21/07/2023
9-103-66739-5;1247;13/10/2023
3-105-22665-1;203;09/12/2023
6-104-99193-8;184;19/08/2023
9-109-77852-4;703;31/03/2023
4-101-81258-3;1270;19/10/2023
9-102-86064-4;1425;15/04/2023
4-102-44477-1;672;19/02/2023
2-109-27501-5;366;07/08/2023
7-103-97408-1;349;23/06/2023
3-107-75532-5;448;13/01/2023
1-101-12692-2;437;27/09/2023
7-109-24859-2;1322;09/06/2023
8-104-68902-4;1314;02/04/2023
7-103-58422-2;111;05/03/2023
2-105-34885-4;54;23/11/2023
7-106-20132-5;302;27/11/2023
9-101-75878-8;384;18/05/2023
3-104-77451-3;319;25/02/2023
7-109-84453-9;1050;04/01/2023
6-106-17460-2;867;14/04/2023
3-109-71814-3;965;18/11/2023
1-106-68778-6;276;23/05/2023
4-104-58049-3;883;02/11/2023
6-106-37704-7;1047;02/09/2023
9-106-39720-3;1453;12/02/2023
1-106-59267-3;565;03/01/2023
9-108-88150-2;255;04/07/2023
8-102-23132-1;1483;25/03/2023
6-104-99193-8;320;22/01/2023
5-103-28471-3;970;05/02/2023
6-101-78059-6;1195;21/10/2023
5-106-68217-4;1257;03/04/2023
4-102-25357-6;1288;06/09/2023
3-105-22664-5;1082;01/02/2023
6-102-55802-4;530;12/10/2023
9-104-33792-7;857;06/12/2023
3-104-46121-8;140;18/09/2023
3-106-98588-9;532;15/04/2023
9-109-88646-7;606;06/01/2023
3-104-57631-6;1369;03/08/2023
3-104-50228-2;428;07/01/2023
9-102-91594-7;464;09/04/2023
8-108-59566-8;857;18/03/2023
7-104-75766-3;1213;22/06/2023
1-104-69220-5;47;21/01/2023
3-102-50484-8;102;06/04/2023
5-105-59643-2;956;02/08/2023
5-107-26790-4;218;06/03/2023
6-106-18742-1;52;09/09/2023
4-106-24200-5;593;25/09/2023
1-102-22925-7;1369;23/01/2023
4-107-12080-3;907;11/05/2023
1-101-96020-1;967;23/05/2023
8-104-70716-1;1046;06/12/2023
1-105-35323-7;215;02/02/2023
5-104-93915-1;459;10/03/2023
7-103-63784-4;1093;16/05/2023
3-103-19613-5;458;27/11/2023
5-102-85850-8;584;20/09/2023
5-104-80823-3;536;14/03/2023
3-103-73672-9;1436;14/03/2023
1-107-54218-8;1314;31/07/2023
5-106-68217-4;690;03/12/2023
7-106-22840-7;1486;30/07/2023
1-103-63614-9;535;01/11/2023
2-108-29311-7;78;10/10/2023
3-103-35930-8;501;29/04/2023
7-107-69245-7;292;02/03/2023
9-103-25186-5;215;17/06/2023
1-101-23777-7;866;12/11/2023
6-108-92446-6;438;03/12/2023
3-101-69701-2;278;13/10/2023
4-106-92912-8;138;26/11/2023
1-103-63614-9;1129;22/10/2023
2-108-40031-3;639;30/01/2023
1-102-22925-7;268;26/11/2023
3-104-86021-5;540;28/10/2023
9-103-60658-2;286;15/04/2023
6-103-58601-5;1059;31/08/2023
7-105-28853-9;103;08/11/2023
7-105-28853-9;664;13/06/2023
8-105-18011-3;518;26/06/2023
9-109-90696-1;1230;06/05/2023
7-107-90464-2;717;17/01/2023
1-103-96182-5;1047;07/05/2023
9-108-64989-9;1219;09/07/2023
4-106-87678-7;115;09/09/2023
5-103-68312-8;387;24/12/2023
7-106-12127-9;543;19/01/2023
3-106-93800-3;1452;27/10/2023
6-104-61092-1;1439;16/01/2023
4-107-88358-3;865;26/02/2023
5-108-12836-3;1403;16/02/2023
3-105-22737-7;456;14/06/2023
7-105-89847-6;1449;08/11/2023
5-102-19592-3;942;31/12/2023
7-107-35031-1;712;23/05/2023
5-108-96823-9;1251;24/08/2023
6-104-23874-6;1408;05/03/2023
3-105-22737-7;98;18/07/2023
4-108-96179-7;3;19/02/2023
5-109-82719-7;626;23/09/2023
6-101-64856-2;534;07/10/2023
8-107-17974-4;527;21/01/2023
8-104-10124-3;223;16/11/2023
9-102-81114-7;794;21/05/2023
4-104-27664-2;1283;26/03/2023
3-104-20650-1;521;03/08/2023
1-108-83878-8;846;08/04/2023
9-104-61698-8;1009;09/10/2023
7-104-33785-5;837;11/10/2023
1-105-39382-3;544;05/12/2023
8-109-27522-8;1318;10/10/2023
4-101-45178-2;1194;27/02/2023
5-101-93425-5;355;27/06/2023
8-103-88962-7;203;06/01/2023
8-109-29865-5;596;20/01/2023
1-106-95668-1;734;06/07/2023
5-107-26790-4;519;03/03/2023
1-102-90290-2;1281;20/11/2023
2-102-79589-9;693;28/09/2023
8-103-92285-8;1396;11/02/2023
5-104-62912-7;104;01/09/2023
2-101-26007-9;1328;07/06/2023
1-102-25400-2;1333;27/01/2023
3-106-82670-9;1111;30/03/2023
7-104-91913-7;302;09/04/2023
9-105-20288-6;599;01/11/2023
9-104-96986-8;642;01/09/2023
2-102-12573-6;687;11/03/2023
2-109-31959-5;1037;01/02/2023
3-101-80976-8;1062;25/03/2023
4-105-25401-3;54;06/10/2023
1-107-31069-5;1442;23/07/2023
3-106-95716-4;1137;18/12/2023
5-109-32137-3;336;27/09/2023
9-105-32653-4;845;11/04/2023
9-106-70204-4;348;21/06/2023
7-105-91894-3;1075;07/10/2023
9-103-25186-5;300;21/12/2023
1-109-77140-2;1436;11/03/2023
8-104-48913-2;462;15/05/2023
4-101-39236-8;426;18/01/2023
4-104-32701-6;270;05/01/2023
9-101-28187-8;1490;15/06/2023
3-106-92113-2;689;30/05/2023
3-109-15790-3;1445;06/11/2023
4-107-34312-3;645;07/07/2023
5-103-27253-5;333;13/03/2023
8-102-65265-3;251;02/09/2023
7-106-52817-2;1437;25/04/2023
9-105-31261-2;1378;23/06/2023
7-102-94760-7;292;01/05/2023
1-103-94168-5;654;03/10/2023
8-103-54936-4;868;16/12/2023
3-107-18757-2;1437;02/07/2023
7-102-78352-3;1305;11/12/2023
2-101-19437-3;1283;29/04/2023
3-105-22665-1;643;28/03/2023
7-106-89315-2;598;15/04/2023
5-105-62026-2;16;26/09/2023
5-107-52521-8;490;19/08/2023
7-103-58422-2;477;04/09/2023
7-109-57854-2;435;30/03/2023
6-106-17460-2;1407;16/12/2023
8-109-71536-9;1027;09/10/2023
2-102-20305-2;369;30/03/2023
8-109-86471-7;1224;10/10/2023
4-104-19872-6;267;28/04/2023
4-109-18517-4;581;11/11/2023
5-108-92872-9;398;10/12/2023
7-106-70565-4;439;22/05/2023
8-103-91540-5;285;21/10/2023
9-106-64286-8;1331;17/06/2023
9-105-68207-3;746;28/12/2023
3-102-67311-2;1064;23/08/2023
8-105-63917-1;1289;29/03/2023
6-106-70279-1;1314;06/05/2023
2-108-29311-7;643;11/10/2023
5-102-69056-7;1075;27/07/2023
1-101-23777-7;585;11/10/2023
6-109-39092-6;1373;04/09/2023
5-108-89999-6;1357;22/06/2023
9-101-25222-3;1335;07/12/2023
1-103-64238-8;355;19/06/2023
1-109-58896-4;507;14/07/2023
3-101-65224-8;330;29/10/2023
4-109-12001-5;118;10/08/2023
8-105-66133-1;382;14/01/2023
9-103-58210-3;859;20/10/2023
7-101-67704-1;1428;09/08/2023
3-105-28377-1;871;29/03/2023
1-108-30750-3;1488;25/12/2023
2-108-35383-4;384;19/03/2023
6-106-38983-5;134;12/09/2023
9-103-21576-5;464;19/11/2023
1-101-97447-1;747;16/10/2023
2-109-40459-9;429;15/05/2023
8-101-53834-6;744;14/11/2023
3-104-47911-6;405;28/06/2023
9-109-11124-9;1268;17/12/2023
4-101-64579-3;115;11/03/2023
4-106-85580-8;448;17/01/2023
3-108-36721-2;1423;12/05/2023
1-108-58389-5;422;04/09/2023
2-101-26007-9;603;07/05/2023
1-105-35323-7;113;06/08/2023
1-107-31745-5;31;30/05/2023
5-108-12836-3;247;15/03/2023
3-105-96067-4;994;26/02/2023
2-109-31959-5;801;10/05/2023
7-105-28853-9;646;18/03/2023
2-108-49727-9;648;16/12/2023
7-102-74922-7;568;07/01/2023
1-105-20978-1;84;12/09/2023
8-102-82053-7;1094;27/03/2023
2-107-49154-4;680;17/12/2023
5-103-27253-5;687;21/05/2023
1-102-25400-2;130;07/05/2023
6-106-37704-7;296;02/03/2023
2-106-78318-2;1421;28/04/2023
8-101-32064-1;996;27/10/2023
4-102-80541-6;410;30/07/2023
6-106-37409-4;641;25/05/2023
7-108-98246-7;87;04/12/2023
3-101-71627-6;409;13/09/2023
3-106-98588-9;577;15/08/2023
4-109-12001-5;341;22/06/2023
3-102-85109-4;472;10/04/2023
3-106-58473-5;157;27/06/2023
5-105-39217-1;122;11/06/2023
8-108-92338-5;304;03/01/2023
9-108-11301-9;584;28/10/2023
2-101-80421-5;642;03/03/2023
9-107-30406-9;348;22/05/2023
9-109-40013-3;1182;15/02/2023
3-106-92113-2;671;25/01/2023
1-107-74274-7;389;03/06/2023
8-109-97011-5;1016;25/05/2023
3-104-60139-7;1245;10/04/2023
3-103-73672-9;615;01/04/2023
7-102-76576-5;1337;11/07/2023
7-102-37541-1;172;19/04/2023
9-102-86849-6;424;30/09/2023
3-106-95794-3;414;01/02/2023
5-101-78199-6;400;14/02/2023
5-105-35408-6;742;15/05/2023
5-101-34165-8;611;11/04/2023
4-102-51131-4;701;15/07/2023
5-104-90843-8;618;06/06/2023
7-103-95909-2;305;15/06/2023
3-105-26335-1;930;01/08/2023
1-101-44560-3;329;06/08/2023
1-105-53772-3;470;26/07/2023
9-104-33792-7;1099;22/03/2023
4-109-48767-2;327;27/03/2023
2-108-23688-8;3;16/02/2023
6-105-85838-2;262;01/09/2023
7-104-33785-5;499;14/06/2023
6-101-13374-5;1236;27/07/2023
7-101-15958-7;656;30/09/2023
5-104-90843-8;982;15/04/2023
9-109-42617-9;744;24/07/2023
3-103-63622-5;674;13/06/2023
2-108-46218-2;1410;19/09/2023
3-102-99397-2;1484;01/10/2023
8-107-17974-4;1468;01/03/2023
1-109-58183-5;621;15/02/2023
2-107-49154-4;41;14/02/2023
3-107-21422-4;31;11/08/2023
5-103-45076-6;540;27/04/2023
6-105-66726-4;52;18/07/2023
7-104-11782-8;1263;03/02/2023
7-105-15537-4;340;01/11/2023
9-102-27234-8;1308;14/12/2023
4-109-78072-9;864;27/04/2023
8-106-65723-1;296;18/12/2023
3-104-57631-6;912;24/05/2023
4-107-95641-6;1120;17/02/2023
6-104-23874-6;838;21/03/2023
9-109-57770-9;546;29/01/2023
4-102-31144-3;659;09/08/2023
7-102-50859-8;408;06/08/2023
5-107-82808-5;346;29/04/2023
6-103-84101-2;12;14/02/2023
5-103-27253-5;154;07/03/2023
6-101-13374-5;1296;07/05/2023
9-109-57847-8;759;11/04/2023
8-105-41595-4;798;27/05/2023
8-104-23179-5;883;18/05/2023
2-106-86527-4;1440;28/12/2023
2-101-91208-9;788;04/09/2023
5-107-16074-6;1116;22/03/2023
5-102-85850-8;327;02/07/2023
1-106-11022-8;575;13/04/2023
5-103-18732-9;77;09/10/2023
2-109-40916-8;16;04/12/2023
3-101-71627-6;309;18/08/2023
4-102-37489-3;181;12/08/2023
6-102-36879-4;551;04/01/2023
7-109-26095-6;136;22/12/2023
2-105-20549-7;323;17/03/2023
9-106-70204-4;327;26/06/2023
7-102-77508-2;918;27/05/2023
3-103-35930-8;62;05/09/2023
8-101-57394-4;412;11/12/2023
5-107-45873-9;189;21/11/2023
8-103-54936-4;114;14/11/2023
7-103-97264-3;426;07/02/2023
1-105-39382-3;759;19/11/2023
7-104-90047-4;226;27/02/2023
4-102-25357-6;141;23/12/2023
1-104-69220-5;1090;20/10/2023
4-104-19872-6;884;12/08/2023
5-109-54250-1;1212;21/05/2023
1-101-96020-1;298;17/08/2023
4-103-78477-6;516;25/06/2023
4-105-11209-5;190;09/08/2023
6-103-76317-4;467;29/07/2023
7-105-15537-4;230;30/01/2023
5-103-94449-4;762;10/07/2023
1-102-25400-2;982;04/01/2023
1-102-47588-7;892;20/09/2023
6-106-11183-2;182;19/03/2023
7-106-18158-4;1194;31/05/2023
4-102-37489-3;780;13/12/2023
5-109-67021-9;840;06/07/2023
9-108-35993-2;674;08/10/2023
2-108-60312-2;1319;27/12/2023
2-105-47425-6;481;20/09/2023
2-107-34858-3;641;31/01/2023
3-102-17713-1;179;05/10/2023
4-101-81258-3;256;25/03/2023
6-103-58601-5;403;10/12/2023
8-104-23179-5;1469;29/01/2023
3-106-95716-4;516;20/10/2023
5-105-98018-3;1496;11/03/2023
8-106-23981-4;844;03/02/2023
7-104-37207-9;841;15/08/2023
1-109-32806-4;778;14/07/2023
1-104-28435-1;909;05/02/2023
8-104-99423-1;634;21/11/2023
8-103-36079-1;1301;31/07/2023
7-102-77508-2;949;09/11/2023
4-109-27267-3;240;20/10/2023
6-104-61092-1;590;18/05/2023
9-104-53720-9;656;30/11/2023
8-109-71536-9;1337;09/02/2023
7-104-83861-9;1025;19/04/2023
5-108-65370-6;1322;30/04/2023
9-101-28187-8;1046;24/09/2023
8-104-68902-4;367;13/07/2023
9-104-96986-8;1315;09/07/2023
5-108-89999-6;85;06/06/2023
2-104-15346-7;568;29/03/2023
8-104-74410-4;152;14/02/2023
7-106-20132-5;826;01/10/2023
7-103-93683-3;250;04/08/2023
2-104-78584-3;617;03/09/2023
1-106-16202-5;891;13/04/2023
4-104-83692-1;1133;14/07/2023
6-106-46970-1;542;08/02/2023
5-103-83997-9;354;09/03/2023
2-102-12573-6;562;07/11/2023
1-104-85490-8;500;09/04/2023
1-109-36850-6;15;30/04/2023
1-105-94426-5;731;01/12/2023
7-102-40624-4;143;04/08/2023
9-106-40357-3;278;05/11/2023
8-109-68261-1;1325;11/08/2023
6-103-48800-4;491;03/04/2023
1-108-58389-5;366;20/11/2023
5-107-79714-4;978;03/03/2023
3-102-17713-1;1105;03/07/2023
7-101-45108-7;669;17/07/2023
7-108-17410-1;187;13/03/2023
2-101-75261-4;105;05/07/2023
2-106-22162-4;140;14/02/2023
4-102-25357-6;352;20/07/2023
1-109-58183-5;442;11/09/2023
4-106-56018-1;1110;20/01/2023
5-108-30055-9;1329;19/09/2023
3-109-71832-3;251;03/02/2023
8-104-68902-4;51;20/05/2023
4-108-15651-5;1182;16/09/2023
1-103-63614-9;1138;10/01/2023
1-104-64922-9;449;12/07/2023
3-102-37074-2;258;21/04/2023
5-103-55486-9;31;30/07/2023
5-105-21118-4;276;12/07/2023
9-106-64286-8;327;08/05/2023
5-107-98056-7;1422;31/01/2023
4-101-58526-4;598;12/09/2023
7-101-85792-7;1442;06/01/2023
8-108-77787-8;320;09/09/2023
7-106-20132-5;324;23/10/2023
2-106-91728-8;204;21/11/2023
1-101-44560-3;241;11/11/2023
4-104-58049-3;1255;09/10/2023
7-107-45090-6;470;26/03/2023
9-102-44545-3;1186;16/05/2023
1-101-97447-1;436;15/12/2023
1-102-59139-5;254;26/06/2023
1-106-95668-1;304;05/01/2023
5-107-11281-3;259;14/03/2023
9-104-33792-7;288;07/04/2023
7-102-21532-8;1084;10/06/2023
9-109-46053-9;309;08/03/2023
2-106-48219-7;77;01/02/2023
9-108-64989-9;85;02/06/2023
8-102-46886-7;335;13/10/2023
9-108-88150-2;799;31/05/2023
1-105-20978-1;270;03/12/2023
4-103-69189-7;541;03/03/2023
4-106-45900-2;348;20/02/2023
6-106-46637-6;104;29/11/2023
7-108-66527-5;295;04/01/2023
4-106-53499-4;1149;01/11/2023
5-102-19592-3;658;08/11/2023
1-104-22440-2;254;08/02/2023
8-105-29962-6;157;31/12/2023
5-107-80715-3;627;10/04/2023
4-105-47691-1;702;07/01/2023
9-103-70580-2;934;15/02/2023
2-106-78318-2;1143;31/07/2023
2-101-80421-5;1083;02/11/2023
7-109-65024-7;379;04/02/2023
9-104-44466-5;150;28/12/2023
4-109-12001-5;1440;03/11/2023
5-103-45076-6;1442;05/12/2023
6-105-97923-1;93;23/05/2023
4-104-83692-1;1382;12/08/2023
3-104-48132-4;1167;10/10/2023
7-101-35294-3;999;10/02/2023
3-102-94359-2;946;08/11/2023
8-104-45938-4;1422;30/09/2023
1-104-23061-2;608;11/12/2023
6-103-88083-1;646;11/07/2023
6-106-20062-5;641;02/12/2023
7-106-31543-3;390;14/10/2023
2-108-40031-3;1085;20/03/2023
2-104-92558-8;1070;12/02/2023
1-107-99146-7;297;05/04/2023
3-104-50228-2;221;26/07/2023
7-106-64006-5;1366;30/08/2023
2-105-69785-5;142;26/08/2023
2-109-63781-8;210;30/11/2023
5-109-94848-3;62;12/03/2023
8-104-74410-4;55;02/03/2023
5-108-91695-5;1003;29/09/2023
5-108-67789-7;1232;25/07/2023
6-104-97688-6;1102;01/06/2023
8-105-46596-7;167;13/09/2023
1-102-35696-4;769;16/01/2023
6-105-78280-3;723;09/08/2023
8-107-82012-8;1310;09/08/2023
4-109-60038-2;527;12/03/2023
6-102-36879-4;646;13/05/2023
6-103-10917-8;711;09/01/2023
2-102-94214-8;157;12/04/2023
9-101-20811-6;1363;04/11/2023
8-106-23981-4;393;16/12/2023
9-102-86064-4;542;11/03/2023
2-101-75261-4;1015;14/04/2023
6-102-10988-4;222;17/09/2023
1-106-40823-7;1292;29/11/2023
8-102-28846-1;105;06/11/2023
7-106-12899-9;636;14/06/2023
7-102-50859-8;552;06/04/2023
5-101-34165-8;410;09/03/2023
8-107-70358-2;18;31/07/2023
9-101-35398-9;639;15/07/2023
7-108-66527-5;309;13/08/2023
4-107-19892-5;966;05/02/2023
9-107-12460-3;840;26/04/2023
5-105-98039-2;124;25/03/2023
3-104-47911-6;1162;09/09/2023
1-108-58389-5;993;11/06/2023
3-106-18685-8;807;20/03/2023
8-103-88962-7;479;30/01/2023
1-105-23221-2;583;15/12/2023
1-105-39382-3;166;18/06/2023
3-109-71814-3;87;06/03/2023
8-106-82915-2;257;07/09/2023
3-103-51833-9;1190;07/08/2023
9-109-65664-3;198;19/07/2023
5-107-26790-4;809;16/03/2023
4-104-32701-6;1444;01/07/2023
3-107-75532-5;928;01/05/2023
9-104-96986-8;644;11/11/2023
2-105-52102-7;989;29/12/2023
4-106-28112-4;1268;19/07/2023
5-109-54250-1;1343;31/08/2023
6-106-20511-3;1495;24/05/2023
3-104-50228-2;93;14/12/2023
2-107-49154-4;569;26/02/2023
8-102-38518-4;1190;25/07/2023
4-103-78629-2;1271;27/05/2023
4-101-43910-4;1154;20/06/2023
9-104-27967-4;1165;21/03/2023
3-102-77464-7;1111;19/02/2023
6-104-78391-1;558;17/07/2023
7-101-85792-7;522;03/04/2023
7-106-25202-3;945;30/07/2023
1-104-64922-9;1372;19/09/2023
4-109-25193-6;634;09/02/2023
7-107-35546-5;268;18/04/2023
2-104-82261-8;783;02/07/2023
5-104-46371-3;1376;20/05/2023
